x,y
-1.619310381991999,0.0
-1.1917637146208355,0.0
1.2402553839993788,1.0
-0.7870758704902308,1.0
0.2053482575217655,0.0
-1.91001491828536,0.0
-0.9582319800115768,0.0
0.5394114080981716,0.0
-0.7608136632055542,1.0
-0.3243959757154,1.0
1.0368417033009942,1.0
-1.2018407640171582,0.0
-1.8613221912086155,0.0
0.1821005044257884,0.0
1.620457395727803,1.0
-0.4240286155408723,0.0
-0.985921909027096,0.0
-0.2909540209794432,0.0
1.6972763801929105,1.0
-1.952929369124543,0.0
1.7657918407127084,1.0
0.4816238505586176,0.0
1.6308088290103084,1.0
-1.6614576582867553,0.0
1.3434419049792523,1.0
-1.6306898341332985,0.0
-1.8197884407294092,0.0
-1.882249645614301,0.0
-0.1526796287873955,1.0
1.891273780306291,1.0
0.6797683547527549,0.0
-1.978271783662292,0.0
0.3558518831337416,1.0
-0.3826293087700168,0.0
1.5607144967566673,1.0
-0.9917380047276788,0.0
-0.8576724788956027,0.0
1.0652779370705336,1.0
-0.5503360261156973,0.0
1.055253709059803,1.0
-1.0813175761865192,1.0
1.3456695167884352,1.0
1.4784275101630278,1.0
-0.3936782230619173,1.0
1.094233544125304,1.0
1.2737719239911134,1.0
-1.4839243168836265,0.0
1.236874781730084,1.0
-0.0325517013145733,0.0
1.8256488304178045,1.0
-0.3756241097817674,1.0
-0.904491597641027,0.0
-0.0065714351642776,1.0
-1.7452962584136764,0.0
0.7931472498405339,0.0
1.9943035976322137,1.0
0.7066889407068428,1.0
-0.1309698243642043,0.0
0.4494962544125647,1.0
-1.5064500999614785,0.0
1.975228170085156,1.0
-0.2048687672422877,0.0
-0.6883348041800774,1.0
1.3452517053640505,1.0
-0.3645711658487776,0.0
1.1905177928851,1.0
1.1403903302094047,1.0
0.5299285119698118,0.0
-0.3819516125258131,0.0
-0.5512056510482766,1.0
0.073108194469754,0.0
-0.4206286854574417,0.0
-1.040136148948604,0.0
1.8296345029841543,1.0
-1.0562335383958383,0.0
0.1802726714118003,0.0
-0.1460614805436102,0.0
0.1724866790721249,1.0
-0.995286004813376,0.0
-0.4872579807836086,1.0
1.177974041055975,1.0
1.5936248799141102,1.0
-0.0951775165955766,1.0
1.6536417423383205,1.0
1.23975624626076,1.0
0.327066599521292,1.0
0.0153111939727299,0.0
-0.287936114039605,1.0
-1.4727038114676447,0.0
0.5493154736263732,0.0
0.1609168845166513,0.0
1.1796295951167264,1.0
1.7876662219753978,1.0
0.7439272346759735,0.0
-1.6866945188707962,0.0
-1.6487401591586432,0.0
-1.259770350188532,0.0
0.3761262030308074,1.0
-1.5419131147490126,0.0
-0.276720201254947,1.0
