1376573400000,NASDAQ,HTHT,19.69,601
1376573400000,NASDAQ,RNET,27.71,1025
1376573400000,NYSE,ATI,27.87,10463
1376573400000,NASDAQ,CLNE,12.83,10544
1376573400000,NYSE,KSS,52.,100
1376573400000,NASDAQ,TTWO,18.31,170
1376573400000,NYSE,JDD,11.36,7837
1376573400000,NYSE,DSX,11.,1322
1376573400000,NASDAQ,CLDX,20.12,11972
1376573400000,NASDAQ,MOCO,14.09,100
1376573400000,NASDAQ,CKEC,17.51,495
1376573400000,NYSE,COV,62.73,200
1376573400000,NASDAQ,AMWD,33.,907
1376573400000,NASDAQ,MSEX,21.02,333
1376573400000,NASDAQ,CTRN,14.28,603
1376573400000,NASDAQ,BOKF,66.1,669
1376573400000,NASDAQ,SLRC,22.02,12190
1376573400000,NYSE,BK,30.4,30988
1376573400000,NASDAQ,CEMI,4.1,129
1376573400000,NASDAQ,OXGN,2.55,407
1376573400000,NASDAQ,CASY,67.,1415
1376573400000,NASDAQ,MEOH,48.81,300
1376573400000,NYSE,WBC,78.06,191
1376573400000,NYSE,L,47.16,6936
1376573400000,NASDAQ,PHMD,15.05,3166
1376573400000,NASDAQ,FBNC,15.,100
1376573400000,NASDAQ,NTRI,12.79,6455
1376573400000,NASDAQ,CTCM,10.97,7692
1376573400000,NYSE,CVT,31.03,604
1376573400000,NYSE,TSM,15.935,100
1376573400000,NASDAQ,MOBI,3.96,3386
1376573400000,NYSE,KB,31.94,800
1376573400000,NASDAQ,PLUS,56.79,227
1376573400000,NASDAQ,MCRI,19.77,371
1376573400000,NASDAQ,AMCC,11.82,4387
1376573400000,NYSE,CCG,10.75,100
1376573400000,NASDAQ,RGLD,57.25,8261
1376573400000,NASDAQ,LMIA,13.16,1607
1376573400000,NASDAQ,ISIG,2.38,700
1376573400000,NASDAQ,PRKR,3.94,3952
1376573400000,NASDAQ,MNTX,10.32,545
1376573400000,NASDAQ,TITN,17.45,2248
1376573400000,NYSE,LYV,17.21,4266
1376573400000,NASDAQ,MATR,3.45,949
1376573400000,NASDAQ,LSCC,4.85,3526
1376573400000,NYSE,MRO,34.42,15000
1376573400000,NYSE,WAG,50.13,300
1376573400000,NASDAQ,IPHS,51.5,2660
1376573400000,NYSE,DFT,22.78,2425
1376573400000,NYSE,HBI,61.1,100
1376573400000,NASDAQ,EXAC,19.66,700
1376573400000,NASDAQ,CRDC,1.37,900
1376573400000,NASDAQ,ZUMZ,27.94,742
1376573400000,NYSE,CBU,33.84,3149
1376573400000,NASDAQ,CHTP,2.79,5957
1376573400000,NASDAQ,VICR,8.44,1405
1376573400000,NASDAQ,WDC,67.67,32075
1376573400000,NASDAQ,SHLO,12.64,212
1376573400000,NASDAQ,TWIN,26.46,3489
1376573400000,NASDAQ,RFMD,4.88,18573
1376573400000,NASDAQ,CETV,3.77,190
1376573400000,NYSE,GIB,34.83,822
1376573400000,NYSE,LOW,44.46,300
1376573400000,NASDAQ,CATM,36.23,1846
1376573400000,NYSE,FC,15.55,108
1376573400000,NYSE,CQB,12.49,5230
1376573400000,NASDAQ,AMSWA,8.3,216
1376573400000,NASDAQ,LUNA,1.3,4770
1376573400000,NYSE,AVD,25.7,2784
1376573400000,NASDAQ,SPTN,21.33,871
1376573400000,NASDAQ,RSYS,3.81,2894
1376573400000,NYSE,KNM,23.41,300
1376573400000,NYSE,PNR,62.85,200
1376573400000,NASDAQ,NIHD,6.13,25300
1376573400000,NASDAQ,USAP,28.75,204
1376573400000,NASDAQ,WBCO,14.34,700
1376573400000,NASDAQ,PRGN,4.5,1400
1376573400000,NASDAQ,JAZZ,80.2,700
1376573400000,NASDAQ,LAKE,4.37,543
1376573400000,NASDAQ,HITK,35.5,327
1376573400000,NYSE,BALT,3.83,2158
1376573400000,NYSE,BHE,22.68,3570
1376573400000,NASDAQ,III,3.5,13450
1376573400000,NASDAQ,HDSN,2.05,1624
1376573400000,NYSE,CPT,66.38,4804
1376573400000,NYSE,IEX,61.41,8367
1376573400000,NASDAQ,GTAT,5.75,29258
1376573400000,NASDAQ,CAFI,4.14,100
1376573400000,NASDAQ,ALTR,34.66,100
1376573400000,NYSE,CR,60.62,3816
1376573400000,NYSE,BEE,8.62,9195
1376573400000,NASDAQ,TCBI,44.61,2498
1376573400000,NASDAQ,MCBC,5.,2601
1376573400000,AMEX,BLE,13.21,4934
1376573400000,NASDAQ,PMBC,6.37,200
1376573400000,NASDAQ,SUBK,18.,200
1376573400000,AMEX,GVP,1.52,950
1376573400000,NASDAQ,STBA,24.18,499
1376573400000,NASDAQ,APOG,26.86,1230
1376573400000,NYSE,WBK,143.68,400
1376573400000,NYSE,ABG,50.84,1627
1376573400000,NASDAQ,DATE,8.59,4700
1376573400000,NASDAQ,RGEN,9.88,3834
1376573400000,NASDAQ,PERY,19.44,581
1376573400000,NYSE,GPC,80.16,18348
1376573400000,NASDAQ,ARTX,2.02,1886
1376573400000,NYSE,FDO,72.16,10706
1376573400000,NYSE,BRP,19.45,1213
1376573400000,NASDAQ,WCRX,21.65,13910
